row,Games home manager,Wins home manager,Losses home manager,Games visiting manager,Wins visiting manager,Losses visiting manager
74392,162.0,83.0,79.0,162.0,92.0,70.0
74393,162.0,75.0,87.0,162.0,77.0,85.0
74394,162.0,67.0,95.0,,,
74395,162.0,102.0,60.0,162.0,85.0,77.0
74396,162.0,80.0,82.0,162.0,101.0,61.0
74397,,,,162.0,80.0,82.0
74398,162.0,75.0,87.0,162.0,80.0,82.0
74399,162.0,78.0,84.0,,,
74400,162.0,78.0,84.0,161.0,87.0,74.0
74401,162.0,76.0,86.0,,,
74402,162.0,93.0,69.0,,,
74403,162.0,72.0,90.0,162.0,71.0,91.0
74404,162.0,104.0,58.0,160.0,63.0,97.0
74405,162.0,86.0,76.0,,,
74406,162.0,75.0,87.0,,,
74407,162.0,83.0,79.0,162.0,92.0,70.0
74408,162.0,75.0,87.0,162.0,77.0,85.0
74409,162.0,67.0,95.0,,,
74410,162.0,102.0,60.0,162.0,85.0,77.0
74411,162.0,80.0,82.0,162.0,101.0,61.0
74412,,,,162.0,80.0,82.0
74413,162.0,75.0,87.0,162.0,80.0,82.0
74414,162.0,78.0,84.0,,,
74415,162.0,78.0,84.0,161.0,87.0,74.0
74416,162.0,76.0,86.0,,,
74417,162.0,93.0,69.0,,,
74418,162.0,72.0,90.0,162.0,71.0,91.0
74419,162.0,104.0,58.0,160.0,63.0,97.0
74420,162.0,86.0,76.0,,,
74421,162.0,75.0,87.0,,,
74422,162.0,83.0,79.0,162.0,92.0,70.0
74423,162.0,75.0,87.0,162.0,77.0,85.0
74424,162.0,67.0,95.0,,,
74425,162.0,102.0,60.0,162.0,85.0,77.0
74426,162.0,80.0,82.0,162.0,101.0,61.0
74427,,,,162.0,80.0,82.0
74428,162.0,75.0,87.0,162.0,80.0,82.0
74429,162.0,78.0,84.0,,,
74430,162.0,78.0,84.0,161.0,87.0,74.0
74431,162.0,76.0,86.0,,,
74432,161.0,87.0,74.0,,,
74433,,,,162.0,83.0,79.0
74434,162.0,75.0,87.0,162.0,86.0,76.0
74435,160.0,63.0,97.0,162.0,77.0,85.0
74436,,,,,,
74437,162.0,80.0,82.0,162.0,93.0,69.0
74438,162.0,102.0,60.0,162.0,67.0,95.0
74439,162.0,101.0,61.0,162.0,80.0,82.0
74440,162.0,80.0,82.0,162.0,78.0,84.0
74441,162.0,92.0,70.0,162.0,104.0,58.0
74442,162.0,92.0,70.0,162.0,104.0,58.0
74443,,,,,,
74444,161.0,87.0,74.0,,,
74445,,,,162.0,83.0,79.0
74446,162.0,75.0,87.0,162.0,86.0,76.0
74447,162.0,71.0,91.0,162.0,75.0,87.0
74448,160.0,63.0,97.0,162.0,77.0,85.0
74449,,,,162.0,75.0,87.0
74450,162.0,80.0,82.0,162.0,93.0,69.0
74451,162.0,102.0,60.0,162.0,67.0,95.0
74452,162.0,101.0,61.0,162.0,80.0,82.0
74453,162.0,80.0,82.0,162.0,78.0,84.0
74454,162.0,85.0,77.0,,,
74455,,,,162.0,78.0,84.0
74456,162.0,76.0,86.0,162.0,72.0,90.0
74457,162.0,92.0,70.0,162.0,104.0,58.0
74458,,,,,,
74459,161.0,87.0,74.0,,,
74460,,,,162.0,83.0,79.0
74461,162.0,71.0,91.0,162.0,75.0,87.0
74462,160.0,63.0,97.0,162.0,77.0,85.0
74463,,,,162.0,75.0,87.0
74464,162.0,102.0,60.0,162.0,67.0,95.0
74465,162.0,101.0,61.0,162.0,80.0,82.0
74466,162.0,80.0,82.0,162.0,78.0,84.0
74467,162.0,85.0,77.0,,,
74468,,,,162.0,78.0,84.0
74469,162.0,76.0,86.0,162.0,72.0,90.0
74470,,,,162.0,92.0,70.0
74471,161.0,87.0,74.0,,,
74472,162.0,86.0,76.0,162.0,83.0,79.0
74473,162.0,75.0,87.0,162.0,93.0,69.0
74474,160.0,63.0,97.0,162.0,71.0,91.0
74475,,,,162.0,75.0,87.0
74476,162.0,80.0,82.0,162.0,76.0,86.0
74477,162.0,85.0,77.0,,,
74478,,,,162.0,78.0,84.0
74479,162.0,72.0,90.0,162.0,75.0,87.0
74480,,,,162.0,92.0,70.0
74481,161.0,87.0,74.0,162.0,77.0,85.0
74482,162.0,86.0,76.0,162.0,83.0,79.0
74483,,,,162.0,104.0,58.0
74484,162.0,75.0,87.0,162.0,93.0,69.0
74485,160.0,63.0,97.0,162.0,71.0,91.0
74486,,,,,,
74487,162.0,80.0,82.0,162.0,76.0,86.0
74488,,,,162.0,78.0,84.0
74489,162.0,67.0,95.0,162.0,75.0,87.0
74490,162.0,67.0,95.0,162.0,75.0,87.0
74491,162.0,102.0,60.0,,,
74492,162.0,101.0,61.0,162.0,80.0,82.0
74493,162.0,85.0,77.0,162.0,78.0,84.0
74494,162.0,80.0,82.0,,,
74495,162.0,72.0,90.0,162.0,75.0,87.0
74496,,,,162.0,92.0,70.0
74497,161.0,87.0,74.0,162.0,77.0,85.0
74498,162.0,86.0,76.0,162.0,83.0,79.0
74499,,,,162.0,104.0,58.0
74500,162.0,75.0,87.0,162.0,93.0,69.0
74501,160.0,63.0,97.0,162.0,71.0,91.0
74502,,,,,,
74503,162.0,80.0,82.0,162.0,76.0,86.0
74504,,,,162.0,78.0,84.0
74505,162.0,67.0,95.0,162.0,75.0,87.0
74506,162.0,102.0,60.0,,,
74507,162.0,101.0,61.0,162.0,80.0,82.0
74508,162.0,85.0,77.0,162.0,78.0,84.0
74509,162.0,80.0,82.0,,,
74510,162.0,72.0,90.0,162.0,75.0,87.0
74511,,,,162.0,92.0,70.0
74512,161.0,87.0,74.0,162.0,77.0,85.0
74513,162.0,86.0,76.0,162.0,83.0,79.0
74514,,,,162.0,104.0,58.0
74515,162.0,75.0,87.0,162.0,93.0,69.0
74516,160.0,63.0,97.0,162.0,71.0,91.0
74517,,,,,,
74518,162.0,80.0,82.0,162.0,76.0,86.0
74519,,,,162.0,78.0,84.0
74520,162.0,67.0,95.0,162.0,75.0,87.0
74521,162.0,102.0,60.0,,,
74522,162.0,101.0,61.0,162.0,80.0,82.0
74523,162.0,85.0,77.0,162.0,78.0,84.0
74524,162.0,80.0,82.0,,,
74525,162.0,72.0,90.0,,,
74526,162.0,104.0,58.0,162.0,92.0,70.0
74527,162.0,77.0,85.0,162.0,93.0,69.0
74528,,,,162.0,75.0,87.0
74529,,,,,,
74530,162.0,83.0,79.0,162.0,102.0,60.0
74531,162.0,75.0,87.0,162.0,78.0,84.0
74532,,,,162.0,75.0,87.0
74533,162.0,101.0,61.0,162.0,76.0,86.0
74534,162.0,80.0,82.0,162.0,80.0,82.0
74535,162.0,80.0,82.0,,,
74536,162.0,78.0,84.0,162.0,71.0,91.0
74537,162.0,72.0,90.0,,,
74538,162.0,104.0,58.0,162.0,92.0,70.0
74539,162.0,77.0,85.0,162.0,93.0,69.0
74540,162.0,86.0,76.0,162.0,80.0,82.0
74541,,,,162.0,75.0,87.0
74542,,,,,,
74543,160.0,63.0,97.0,161.0,87.0,74.0
74544,162.0,83.0,79.0,162.0,102.0,60.0
74545,162.0,75.0,87.0,162.0,78.0,84.0
74546,,,,162.0,80.0,82.0
74547,162.0,67.0,95.0,162.0,85.0,77.0
74548,,,,162.0,75.0,87.0
74549,162.0,101.0,61.0,162.0,76.0,86.0
74550,162.0,80.0,82.0,,,
74551,162.0,78.0,84.0,162.0,71.0,91.0
74552,162.0,72.0,90.0,,,
74553,162.0,104.0,58.0,162.0,92.0,70.0
74554,162.0,77.0,85.0,162.0,93.0,69.0
74555,162.0,86.0,76.0,162.0,80.0,82.0
74556,,,,162.0,75.0,87.0
74557,,,,,,
74558,160.0,63.0,97.0,161.0,87.0,74.0
74559,162.0,83.0,79.0,162.0,102.0,60.0
74560,162.0,75.0,87.0,162.0,78.0,84.0
74561,,,,162.0,80.0,82.0
74562,162.0,67.0,95.0,162.0,85.0,77.0
74563,,,,162.0,75.0,87.0
74564,162.0,101.0,61.0,162.0,76.0,86.0
74565,162.0,78.0,84.0,162.0,71.0,91.0
74566,,,,162.0,86.0,76.0
74567,162.0,104.0,58.0,162.0,92.0,70.0
74568,162.0,77.0,85.0,162.0,93.0,69.0
74569,,,,,,
74570,160.0,63.0,97.0,161.0,87.0,74.0
74571,162.0,75.0,87.0,162.0,78.0,84.0
74572,,,,162.0,80.0,82.0
74573,162.0,67.0,95.0,162.0,85.0,77.0
74574,,,,162.0,75.0,87.0
74575,162.0,80.0,82.0,162.0,101.0,61.0
74576,162.0,93.0,69.0,160.0,63.0,97.0
74577,162.0,92.0,70.0,162.0,85.0,77.0
74578,,,,162.0,86.0,76.0
74579,162.0,104.0,58.0,161.0,87.0,74.0
74580,162.0,77.0,85.0,,,
74581,,,,,,
74582,162.0,71.0,91.0,162.0,75.0,87.0
74583,162.0,83.0,79.0,162.0,72.0,90.0
74584,162.0,75.0,87.0,162.0,80.0,82.0
74585,,,,,,
74586,162.0,75.0,87.0,162.0,102.0,60.0
74587,162.0,78.0,84.0,162.0,80.0,82.0
74588,162.0,80.0,82.0,162.0,101.0,61.0
74589,162.0,78.0,84.0,162.0,67.0,95.0
74590,162.0,76.0,86.0,,,
74591,162.0,93.0,69.0,160.0,63.0,97.0
74592,162.0,92.0,70.0,162.0,85.0,77.0
74593,,,,162.0,86.0,76.0
74594,162.0,104.0,58.0,161.0,87.0,74.0
74595,162.0,77.0,85.0,,,
74596,,,,,,
74597,162.0,71.0,91.0,162.0,75.0,87.0
74598,162.0,83.0,79.0,162.0,72.0,90.0
74599,162.0,75.0,87.0,162.0,80.0,82.0
74600,,,,,,
74601,162.0,75.0,87.0,162.0,102.0,60.0
74602,162.0,78.0,84.0,162.0,80.0,82.0
74603,162.0,80.0,82.0,162.0,101.0,61.0
74604,162.0,78.0,84.0,162.0,67.0,95.0
74605,162.0,76.0,86.0,,,
74606,162.0,93.0,69.0,160.0,63.0,97.0
74607,162.0,92.0,70.0,162.0,85.0,77.0
74608,,,,162.0,86.0,76.0
74609,162.0,104.0,58.0,161.0,87.0,74.0
74610,162.0,77.0,85.0,,,
74611,,,,,,
74612,162.0,71.0,91.0,162.0,75.0,87.0
74613,162.0,83.0,79.0,162.0,72.0,90.0
74614,162.0,75.0,87.0,162.0,80.0,82.0
74615,,,,,,
74616,162.0,75.0,87.0,162.0,102.0,60.0
74617,162.0,78.0,84.0,162.0,80.0,82.0
74618,162.0,80.0,82.0,162.0,101.0,61.0
74619,162.0,78.0,84.0,162.0,67.0,95.0
74620,162.0,76.0,86.0,,,
74621,162.0,93.0,69.0,162.0,83.0,79.0
74622,,,,162.0,67.0,95.0
74623,161.0,87.0,74.0,160.0,63.0,97.0
74624,162.0,104.0,58.0,162.0,75.0,87.0
74625,162.0,77.0,85.0,162.0,80.0,82.0
74626,162.0,86.0,76.0,162.0,85.0,77.0
74627,,,,,,
74628,162.0,80.0,82.0,162.0,102.0,60.0
74629,,,,162.0,72.0,90.0
74630,162.0,76.0,86.0,,,
74631,162.0,93.0,69.0,162.0,83.0,79.0
74632,162.0,92.0,70.0,,,
74633,,,,162.0,67.0,95.0
74634,161.0,87.0,74.0,160.0,63.0,97.0
74635,162.0,104.0,58.0,162.0,75.0,87.0
74636,162.0,77.0,85.0,162.0,80.0,82.0
74637,162.0,86.0,76.0,162.0,85.0,77.0
74638,,,,162.0,75.0,87.0
74639,,,,,,
74640,162.0,80.0,82.0,162.0,102.0,60.0
74641,,,,162.0,72.0,90.0
74642,162.0,75.0,87.0,162.0,71.0,91.0
74643,162.0,78.0,84.0,162.0,80.0,82.0
74644,162.0,78.0,84.0,162.0,101.0,61.0
74645,162.0,76.0,86.0,,,
74646,162.0,93.0,69.0,162.0,83.0,79.0
74647,162.0,92.0,70.0,,,
74648,,,,162.0,67.0,95.0
74649,161.0,87.0,74.0,160.0,63.0,97.0
74650,162.0,104.0,58.0,162.0,75.0,87.0
74651,162.0,77.0,85.0,162.0,80.0,82.0
74652,162.0,86.0,76.0,162.0,85.0,77.0
74653,,,,162.0,75.0,87.0
74654,,,,,,
74655,162.0,80.0,82.0,162.0,102.0,60.0
74656,,,,162.0,72.0,90.0
74657,162.0,75.0,87.0,162.0,71.0,91.0
74658,162.0,78.0,84.0,162.0,80.0,82.0
74659,162.0,78.0,84.0,162.0,101.0,61.0
74660,162.0,76.0,86.0,,,
74661,162.0,93.0,69.0,162.0,71.0,91.0
74662,162.0,86.0,76.0,162.0,72.0,90.0
74663,160.0,63.0,97.0,162.0,83.0,79.0
74664,,,,162.0,77.0,85.0
74665,,,,162.0,78.0,84.0
74666,162.0,101.0,61.0,162.0,67.0,95.0
74667,162.0,85.0,77.0,162.0,75.0,87.0
74668,162.0,78.0,84.0,162.0,80.0,82.0
74669,162.0,93.0,69.0,162.0,71.0,91.0
74670,162.0,92.0,70.0,,,
74671,162.0,86.0,76.0,162.0,72.0,90.0
74672,,,,162.0,80.0,82.0
74673,162.0,75.0,87.0,,,
74674,160.0,63.0,97.0,162.0,83.0,79.0
74675,,,,162.0,77.0,85.0
74676,162.0,80.0,82.0,162.0,104.0,58.0
74677,162.0,102.0,60.0,162.0,75.0,87.0
74678,,,,162.0,78.0,84.0
74679,162.0,101.0,61.0,162.0,67.0,95.0
74680,162.0,80.0,82.0,,,
74681,162.0,85.0,77.0,162.0,75.0,87.0
74682,162.0,78.0,84.0,161.0,87.0,74.0
74683,162.0,76.0,86.0,,,
74684,162.0,93.0,69.0,162.0,71.0,91.0
74685,162.0,92.0,70.0,,,
74686,162.0,86.0,76.0,162.0,72.0,90.0
74687,,,,162.0,80.0,82.0
74688,162.0,75.0,87.0,,,
74689,160.0,63.0,97.0,162.0,83.0,79.0
74690,,,,162.0,77.0,85.0
74691,162.0,80.0,82.0,162.0,104.0,58.0
74692,162.0,102.0,60.0,162.0,75.0,87.0
74693,,,,162.0,78.0,84.0
74694,162.0,101.0,61.0,162.0,67.0,95.0
74695,162.0,80.0,82.0,,,
74696,162.0,85.0,77.0,162.0,75.0,87.0
74697,162.0,78.0,84.0,161.0,87.0,74.0
74698,162.0,76.0,86.0,,,
74699,162.0,93.0,69.0,162.0,71.0,91.0
74700,162.0,92.0,70.0,,,
74701,162.0,86.0,76.0,162.0,72.0,90.0
74702,,,,162.0,80.0,82.0
74703,162.0,75.0,87.0,,,
74704,160.0,63.0,97.0,162.0,83.0,79.0
74705,,,,162.0,77.0,85.0
74706,162.0,80.0,82.0,162.0,104.0,58.0
74707,162.0,102.0,60.0,162.0,75.0,87.0
74708,,,,162.0,78.0,84.0
74709,162.0,101.0,61.0,162.0,67.0,95.0
74710,162.0,80.0,82.0,,,
74711,162.0,85.0,77.0,162.0,75.0,87.0
74712,162.0,78.0,84.0,161.0,87.0,74.0
74713,162.0,76.0,86.0,,,
74714,162.0,77.0,85.0,162.0,86.0,76.0
74715,,,,,,
74716,,,,,,
74717,162.0,75.0,87.0,,,
74718,162.0,71.0,91.0,162.0,104.0,58.0
74719,160.0,63.0,97.0,162.0,92.0,70.0
74720,162.0,75.0,87.0,,,
74721,162.0,75.0,87.0,,,
74722,,,,162.0,78.0,84.0
74723,162.0,102.0,60.0,,,
74724,162.0,101.0,61.0,162.0,75.0,87.0
74725,162.0,85.0,77.0,162.0,80.0,82.0
74726,162.0,80.0,82.0,,,
74727,162.0,72.0,90.0,162.0,76.0,86.0
74728,161.0,87.0,74.0,162.0,93.0,69.0
74729,162.0,77.0,85.0,162.0,86.0,76.0
74730,,,,,,
74731,162.0,75.0,87.0,,,
74732,162.0,71.0,91.0,162.0,104.0,58.0
74733,160.0,63.0,97.0,162.0,92.0,70.0
74734,162.0,80.0,82.0,162.0,78.0,84.0
74735,162.0,75.0,87.0,,,
74736,,,,162.0,78.0,84.0
74737,162.0,67.0,95.0,162.0,83.0,79.0
74738,162.0,102.0,60.0,,,
74739,162.0,101.0,61.0,162.0,75.0,87.0
74740,162.0,85.0,77.0,162.0,80.0,82.0
74741,162.0,80.0,82.0,,,
74742,162.0,72.0,90.0,162.0,76.0,86.0
74743,161.0,87.0,74.0,162.0,93.0,69.0
74744,162.0,77.0,85.0,162.0,86.0,76.0
74745,,,,,,
74746,162.0,75.0,87.0,,,
74747,162.0,71.0,91.0,162.0,104.0,58.0
74748,160.0,63.0,97.0,162.0,92.0,70.0
74749,162.0,80.0,82.0,162.0,78.0,84.0
74750,162.0,75.0,87.0,,,
74751,,,,162.0,78.0,84.0
74752,162.0,67.0,95.0,162.0,83.0,79.0
74753,162.0,102.0,60.0,,,
74754,162.0,101.0,61.0,162.0,75.0,87.0
74755,162.0,85.0,77.0,162.0,80.0,82.0
74756,162.0,80.0,82.0,,,
74757,161.0,87.0,74.0,162.0,93.0,69.0
74758,,,,,,
74759,162.0,75.0,87.0,162.0,86.0,76.0
74760,162.0,71.0,91.0,162.0,104.0,58.0
74761,162.0,80.0,82.0,162.0,78.0,84.0
74762,162.0,75.0,87.0,,,
74763,,,,162.0,76.0,86.0
74764,162.0,102.0,60.0,,,
74765,162.0,101.0,61.0,162.0,75.0,87.0
74766,162.0,85.0,77.0,162.0,80.0,82.0
74767,162.0,72.0,90.0,162.0,93.0,69.0
74768,161.0,87.0,74.0,162.0,78.0,84.0
74769,162.0,104.0,58.0,162.0,80.0,82.0
74770,162.0,77.0,85.0,,,
74771,,,,,,
74772,162.0,75.0,87.0,162.0,86.0,76.0
74773,162.0,71.0,91.0,162.0,92.0,70.0
74774,160.0,63.0,97.0,162.0,75.0,87.0
74775,162.0,83.0,79.0,,,
74776,162.0,75.0,87.0,162.0,78.0,84.0
74777,,,,162.0,76.0,86.0
74778,162.0,67.0,95.0,162.0,80.0,82.0
74779,162.0,102.0,60.0,,,
74780,162.0,101.0,61.0,,,
74781,162.0,85.0,77.0,162.0,80.0,82.0
74782,162.0,72.0,90.0,162.0,93.0,69.0
74783,161.0,87.0,74.0,162.0,78.0,84.0
74784,162.0,104.0,58.0,162.0,80.0,82.0
74785,162.0,77.0,85.0,,,
74786,,,,,,
74787,162.0,75.0,87.0,162.0,86.0,76.0
74788,162.0,75.0,87.0,162.0,86.0,76.0
74789,162.0,71.0,91.0,162.0,92.0,70.0
74790,160.0,63.0,97.0,162.0,75.0,87.0
74791,162.0,83.0,79.0,,,
74792,162.0,75.0,87.0,162.0,78.0,84.0
74793,,,,162.0,76.0,86.0
74794,162.0,67.0,95.0,162.0,80.0,82.0
74795,162.0,102.0,60.0,,,
74796,162.0,101.0,61.0,,,
74797,162.0,85.0,77.0,162.0,80.0,82.0
74798,162.0,72.0,90.0,162.0,93.0,69.0
74799,161.0,87.0,74.0,162.0,78.0,84.0
74800,162.0,104.0,58.0,162.0,80.0,82.0
74801,162.0,77.0,85.0,,,
74802,,,,,,
74803,162.0,75.0,87.0,162.0,86.0,76.0
74804,162.0,71.0,91.0,162.0,92.0,70.0
74805,160.0,63.0,97.0,162.0,75.0,87.0
74806,,,,,,
74807,162.0,75.0,87.0,162.0,78.0,84.0
74808,,,,162.0,76.0,86.0
74809,162.0,67.0,95.0,162.0,80.0,82.0
74810,162.0,102.0,60.0,,,
74811,162.0,101.0,61.0,,,
74812,162.0,85.0,77.0,162.0,80.0,82.0
74813,162.0,92.0,70.0,,,
74814,162.0,93.0,69.0,161.0,87.0,74.0
74815,162.0,92.0,70.0,,,
74816,,,,162.0,75.0,87.0
74817,162.0,86.0,76.0,162.0,104.0,58.0
74818,,,,162.0,71.0,91.0
74819,,,,162.0,72.0,90.0
74820,162.0,80.0,82.0,162.0,101.0,61.0
74821,,,,,,
74822,162.0,80.0,82.0,162.0,85.0,77.0
74823,,,,,,
74824,162.0,75.0,87.0,160.0,63.0,97.0
74825,162.0,78.0,84.0,162.0,67.0,95.0
74826,162.0,80.0,82.0,162.0,77.0,85.0
74827,162.0,78.0,84.0,162.0,102.0,60.0
74828,162.0,76.0,86.0,162.0,75.0,87.0
74829,162.0,93.0,69.0,161.0,87.0,74.0
74830,162.0,92.0,70.0,,,
74831,162.0,92.0,70.0,,,
74832,,,,162.0,75.0,87.0
74833,162.0,86.0,76.0,162.0,104.0,58.0
74834,162.0,80.0,82.0,162.0,101.0,61.0
74835,,,,,,
74836,162.0,80.0,82.0,162.0,85.0,77.0
74837,,,,,,
74838,162.0,75.0,87.0,160.0,63.0,97.0
74839,162.0,78.0,84.0,162.0,67.0,95.0
74840,162.0,80.0,82.0,162.0,77.0,85.0
74841,162.0,78.0,84.0,162.0,102.0,60.0
74842,162.0,76.0,86.0,162.0,75.0,87.0
74843,162.0,93.0,69.0,161.0,87.0,74.0
74844,162.0,92.0,70.0,,,
74845,,,,162.0,75.0,87.0
74846,162.0,86.0,76.0,162.0,104.0,58.0
74847,,,,162.0,71.0,91.0
74848,,,,162.0,71.0,91.0
74849,,,,162.0,72.0,90.0
74850,162.0,80.0,82.0,162.0,101.0,61.0
74851,,,,,,
74852,162.0,80.0,82.0,162.0,85.0,77.0
74853,162.0,75.0,87.0,160.0,63.0,97.0
74854,162.0,78.0,84.0,162.0,67.0,95.0
74855,162.0,80.0,82.0,162.0,77.0,85.0
74856,162.0,78.0,84.0,162.0,102.0,60.0
74857,162.0,76.0,86.0,162.0,75.0,87.0
74858,162.0,92.0,70.0,162.0,93.0,69.0
74859,,,,,,
74860,162.0,77.0,85.0,162.0,72.0,90.0
74861,162.0,86.0,76.0,,,
74862,,,,162.0,71.0,91.0
74863,,,,162.0,104.0,58.0
74864,162.0,80.0,82.0,162.0,67.0,95.0
74865,162.0,75.0,87.0,,,
74866,162.0,102.0,60.0,162.0,75.0,87.0
74867,162.0,80.0,82.0,,,
74868,162.0,80.0,82.0,,,
74869,162.0,78.0,84.0,162.0,75.0,87.0
74870,162.0,76.0,86.0,162.0,85.0,77.0
74871,162.0,92.0,70.0,162.0,93.0,69.0
74872,,,,,,
74873,161.0,87.0,74.0,162.0,101.0,61.0
74874,162.0,77.0,85.0,162.0,72.0,90.0
74875,162.0,86.0,76.0,,,
74876,,,,162.0,71.0,91.0
74877,162.0,80.0,82.0,162.0,67.0,95.0
74878,162.0,75.0,87.0,,,
74879,162.0,102.0,60.0,162.0,75.0,87.0
74880,162.0,80.0,82.0,,,
74881,162.0,78.0,84.0,160.0,63.0,97.0
74882,162.0,80.0,82.0,,,
74883,162.0,78.0,84.0,162.0,75.0,87.0
74884,162.0,76.0,86.0,162.0,85.0,77.0
74885,162.0,92.0,70.0,162.0,93.0,69.0
74886,,,,,,
74887,161.0,87.0,74.0,162.0,101.0,61.0
74888,162.0,86.0,76.0,,,
74889,,,,162.0,71.0,91.0
74890,,,,162.0,104.0,58.0
74891,162.0,80.0,82.0,162.0,67.0,95.0
74892,162.0,102.0,60.0,162.0,75.0,87.0
74893,162.0,80.0,82.0,,,
74894,162.0,78.0,84.0,160.0,63.0,97.0
74895,162.0,80.0,82.0,,,
74896,162.0,78.0,84.0,162.0,75.0,87.0
74897,162.0,76.0,86.0,162.0,85.0,77.0
74898,162.0,72.0,90.0,162.0,104.0,58.0
74899,162.0,92.0,70.0,162.0,93.0,69.0
74900,,,,,,
74901,162.0,77.0,85.0,,,
74902,162.0,75.0,87.0,,,
74903,160.0,63.0,97.0,162.0,86.0,76.0
74904,162.0,75.0,87.0,162.0,80.0,82.0
74905,,,,162.0,85.0,77.0
74906,,,,162.0,80.0,82.0
74907,162.0,78.0,84.0,162.0,75.0,87.0
74908,162.0,72.0,90.0,162.0,104.0,58.0
74909,,,,,,
74910,161.0,87.0,74.0,162.0,75.0,87.0
74911,162.0,77.0,85.0,,,
74912,162.0,75.0,87.0,,,
74913,162.0,71.0,91.0,162.0,93.0,69.0
74914,160.0,63.0,97.0,162.0,86.0,76.0
74915,,,,162.0,92.0,70.0
74916,162.0,80.0,82.0,162.0,78.0,84.0
74917,162.0,75.0,87.0,162.0,80.0,82.0
74918,,,,162.0,85.0,77.0
74919,162.0,67.0,95.0,162.0,76.0,86.0
74920,,,,162.0,102.0,60.0
74921,162.0,101.0,61.0,162.0,78.0,84.0
74922,162.0,72.0,90.0,162.0,104.0,58.0
74923,,,,,,
74924,161.0,87.0,74.0,162.0,75.0,87.0
74925,162.0,77.0,85.0,,,
74926,162.0,75.0,87.0,,,
74927,162.0,71.0,91.0,162.0,93.0,69.0
74928,160.0,63.0,97.0,162.0,86.0,76.0
74929,,,,162.0,92.0,70.0
74930,162.0,80.0,82.0,162.0,78.0,84.0
74931,162.0,75.0,87.0,162.0,80.0,82.0
74932,,,,162.0,85.0,77.0
74933,162.0,67.0,95.0,162.0,76.0,86.0
74934,,,,162.0,102.0,60.0
74935,162.0,101.0,61.0,162.0,78.0,84.0
74936,,,,162.0,80.0,82.0
74937,,,,162.0,80.0,82.0
74938,162.0,72.0,90.0,162.0,104.0,58.0
74939,,,,,,
74940,161.0,87.0,74.0,162.0,75.0,87.0
74941,162.0,77.0,85.0,,,
74942,162.0,75.0,87.0,,,
74943,162.0,71.0,91.0,162.0,93.0,69.0
74944,160.0,63.0,97.0,162.0,86.0,76.0
74945,,,,162.0,92.0,70.0
74946,162.0,80.0,82.0,162.0,78.0,84.0
74947,162.0,75.0,87.0,162.0,80.0,82.0
74948,,,,162.0,85.0,77.0
74949,162.0,67.0,95.0,162.0,76.0,86.0
74950,,,,162.0,102.0,60.0
74951,162.0,101.0,61.0,162.0,78.0,84.0
74952,,,,162.0,80.0,82.0
74953,162.0,93.0,69.0,162.0,78.0,84.0
74954,162.0,72.0,90.0,162.0,77.0,85.0
74955,162.0,104.0,58.0,162.0,86.0,76.0
74956,162.0,71.0,91.0,160.0,63.0,97.0
74957,,,,161.0,87.0,74.0
74958,,,,,,
74959,162.0,85.0,77.0,162.0,102.0,60.0
74960,162.0,75.0,87.0,162.0,76.0,86.0
74961,162.0,78.0,84.0,162.0,101.0,61.0
74962,162.0,93.0,69.0,162.0,78.0,84.0
74963,162.0,72.0,90.0,162.0,77.0,85.0
74964,162.0,104.0,58.0,162.0,86.0,76.0
74965,162.0,75.0,87.0,162.0,92.0,70.0
74966,162.0,71.0,91.0,160.0,63.0,97.0
74967,,,,161.0,87.0,74.0
74968,,,,,,
74969,,,,,,
74970,162.0,67.0,95.0,162.0,80.0,82.0
74971,,,,,,
74972,162.0,85.0,77.0,162.0,102.0,60.0
74973,,,,162.0,75.0,87.0
74974,162.0,75.0,87.0,162.0,76.0,86.0
74975,162.0,78.0,84.0,162.0,101.0,61.0
74976,162.0,80.0,82.0,162.0,80.0,82.0
74977,162.0,104.0,58.0,162.0,86.0,76.0
74978,,,,161.0,87.0,74.0
74979,,,,,,
74980,162.0,67.0,95.0,162.0,80.0,82.0
74981,,,,,,
74982,162.0,85.0,77.0,162.0,102.0,60.0
74983,,,,162.0,75.0,87.0
74984,162.0,75.0,87.0,162.0,76.0,86.0
74985,162.0,78.0,84.0,162.0,101.0,61.0
74986,162.0,80.0,82.0,162.0,80.0,82.0
74987,162.0,93.0,69.0,160.0,63.0,97.0
74988,162.0,92.0,70.0,162.0,71.0,91.0
74989,162.0,104.0,58.0,162.0,86.0,76.0
74990,,,,162.0,72.0,90.0
74991,,,,162.0,77.0,85.0
74992,,,,161.0,87.0,74.0
74993,,,,,,
74994,,,,,,
74995,162.0,67.0,95.0,162.0,80.0,82.0
74996,162.0,78.0,84.0,162.0,76.0,86.0
74997,162.0,80.0,82.0,162.0,80.0,82.0
74998,162.0,78.0,84.0,162.0,75.0,87.0
74999,162.0,93.0,69.0,160.0,63.0,97.0
75000,162.0,92.0,70.0,162.0,71.0,91.0
75001,162.0,104.0,58.0,162.0,101.0,61.0
75002,162.0,86.0,76.0,161.0,87.0,74.0
75003,,,,162.0,72.0,90.0
75004,,,,162.0,77.0,85.0
75005,162.0,75.0,87.0,,,
75006,,,,,,
75007,162.0,102.0,60.0,162.0,80.0,82.0
75008,162.0,85.0,77.0,162.0,80.0,82.0
75009,162.0,75.0,87.0,,,
