row,Games home manager,Wins home manager,Losses home manager,Games visiting manager,Wins visiting manager,Losses visiting manager
50902,162.0,73.0,89.0,,,
50903,162.0,96.0,66.0,162.0,76.0,86.0
50904,,,,162.0,72.0,90.0
50905,162.0,79.0,83.0,162.0,96.0,66.0
50906,,,,162.0,94.0,68.0
50907,,,,93.0,40.0,53.0
50908,162.0,66.0,96.0,162.0,88.0,74.0
50909,162.0,75.0,87.0,,,
50910,162.0,90.0,72.0,,,
50911,162.0,85.0,77.0,31.0,15.0,16.0
50912,,,,162.0,83.0,79.0
50913,163.0,90.0,73.0,162.0,73.0,89.0
50914,162.0,71.0,91.0,162.0,84.0,78.0
50915,162.0,94.0,68.0,93.0,40.0,53.0
50916,,,,162.0,96.0,66.0
50917,,,,162.0,79.0,83.0
50918,162.0,66.0,96.0,162.0,96.0,66.0
50919,162.0,75.0,87.0,,,
50920,,,,162.0,76.0,86.0
50921,162.0,90.0,72.0,,,
50922,162.0,85.0,77.0,31.0,15.0,16.0
50923,,,,162.0,83.0,79.0
50924,163.0,90.0,73.0,162.0,73.0,89.0
50925,,,,163.0,89.0,74.0
50926,162.0,89.0,73.0,162.0,71.0,91.0
50927,162.0,71.0,91.0,162.0,84.0,78.0
50928,162.0,78.0,84.0,162.0,94.0,68.0
50929,162.0,94.0,68.0,93.0,40.0,53.0
50930,162.0,72.0,90.0,162.0,88.0,74.0
50931,,,,162.0,96.0,66.0
50932,,,,162.0,79.0,83.0
50933,162.0,66.0,96.0,162.0,96.0,66.0
50934,162.0,75.0,87.0,,,
50935,,,,162.0,76.0,86.0
50936,162.0,90.0,72.0,,,
50937,162.0,85.0,77.0,31.0,15.0,16.0
50938,,,,162.0,83.0,79.0
50939,,,,163.0,89.0,74.0
50940,162.0,89.0,73.0,162.0,71.0,91.0
50941,162.0,71.0,91.0,162.0,84.0,78.0
50942,162.0,78.0,84.0,162.0,94.0,68.0
50943,162.0,94.0,68.0,93.0,40.0,53.0
50944,162.0,72.0,90.0,162.0,88.0,74.0
50945,,,,162.0,96.0,66.0
50946,,,,162.0,79.0,83.0
50947,162.0,66.0,96.0,162.0,96.0,66.0
50948,162.0,75.0,87.0,,,
50949,,,,162.0,76.0,86.0
50950,162.0,90.0,72.0,162.0,84.0,78.0
50951,,,,31.0,15.0,16.0
50952,163.0,90.0,73.0,162.0,73.0,89.0
50953,163.0,90.0,73.0,162.0,73.0,89.0
50954,,,,163.0,89.0,74.0
50955,162.0,89.0,73.0,162.0,71.0,91.0
50956,162.0,78.0,84.0,162.0,94.0,68.0
50957,162.0,72.0,90.0,162.0,88.0,74.0
50958,,,,162.0,66.0,96.0
50959,162.0,75.0,87.0,,,
50960,,,,162.0,76.0,86.0
50961,162.0,90.0,72.0,162.0,84.0,78.0
50962,162.0,85.0,77.0,162.0,78.0,84.0
50963,,,,31.0,15.0,16.0
50964,163.0,90.0,73.0,163.0,89.0,74.0
50965,162.0,83.0,79.0,162.0,73.0,89.0
50966,,,,162.0,71.0,91.0
50967,162.0,89.0,73.0,,,
50968,162.0,71.0,91.0,162.0,94.0,68.0
50969,162.0,94.0,68.0,,,
50970,93.0,40.0,53.0,162.0,75.0,87.0
50971,162.0,72.0,90.0,162.0,96.0,66.0
50972,162.0,88.0,74.0,162.0,76.0,86.0
50973,,,,162.0,79.0,83.0
50974,,,,162.0,66.0,96.0
50975,,,,162.0,96.0,66.0
50976,162.0,90.0,72.0,162.0,84.0,78.0
50977,162.0,85.0,77.0,162.0,78.0,84.0
50978,,,,31.0,15.0,16.0
50979,163.0,90.0,73.0,163.0,89.0,74.0
50980,162.0,83.0,79.0,162.0,73.0,89.0
50981,,,,162.0,71.0,91.0
50982,162.0,89.0,73.0,,,
50983,162.0,71.0,91.0,162.0,94.0,68.0
50984,162.0,94.0,68.0,,,
50985,93.0,40.0,53.0,162.0,75.0,87.0
50986,162.0,72.0,90.0,162.0,96.0,66.0
50987,162.0,88.0,74.0,162.0,76.0,86.0
50988,,,,162.0,79.0,83.0
50989,,,,162.0,66.0,96.0
50990,,,,162.0,96.0,66.0
50991,162.0,90.0,72.0,162.0,84.0,78.0
50992,162.0,85.0,77.0,162.0,78.0,84.0
50993,,,,31.0,15.0,16.0
50994,163.0,90.0,73.0,163.0,89.0,74.0
50995,162.0,83.0,79.0,162.0,73.0,89.0
50996,,,,162.0,71.0,91.0
50997,162.0,89.0,73.0,,,
50998,162.0,71.0,91.0,162.0,94.0,68.0
50999,162.0,94.0,68.0,,,
51000,93.0,40.0,53.0,162.0,75.0,87.0
51001,162.0,72.0,90.0,162.0,96.0,66.0
51002,162.0,88.0,74.0,162.0,76.0,86.0
51003,,,,162.0,79.0,83.0
51004,,,,162.0,66.0,96.0
51005,,,,162.0,96.0,66.0
51006,162.0,71.0,91.0,162.0,78.0,84.0
51007,31.0,15.0,16.0,162.0,71.0,91.0
51008,162.0,94.0,68.0,162.0,89.0,73.0
51009,162.0,83.0,79.0,162.0,73.0,89.0
51010,,,,,,
51011,162.0,72.0,90.0,162.0,96.0,66.0
51012,162.0,96.0,66.0,93.0,40.0,53.0
51013,162.0,88.0,74.0,,,
51014,162.0,79.0,83.0,,,
51015,163.0,90.0,73.0,162.0,90.0,72.0
51016,162.0,71.0,91.0,162.0,78.0,84.0
51017,31.0,15.0,16.0,162.0,71.0,91.0
51018,162.0,94.0,68.0,162.0,89.0,73.0
51019,,,,,,
51020,163.0,89.0,74.0,162.0,83.0,79.0
51021,162.0,73.0,89.0,,,
51022,162.0,94.0,68.0,,,
51023,162.0,96.0,66.0,162.0,75.0,87.0
51024,162.0,72.0,90.0,,,
51025,162.0,96.0,66.0,93.0,40.0,53.0
51026,162.0,88.0,74.0,,,
51027,162.0,79.0,83.0,,,
51028,162.0,76.0,86.0,162.0,66.0,96.0
51029,162.0,84.0,78.0,162.0,85.0,77.0
51030,162.0,84.0,78.0,162.0,85.0,77.0
51031,163.0,90.0,73.0,162.0,90.0,72.0
51032,162.0,71.0,91.0,162.0,78.0,84.0
51033,31.0,15.0,16.0,162.0,71.0,91.0
51034,162.0,94.0,68.0,162.0,89.0,73.0
51035,,,,,,
51036,163.0,89.0,74.0,162.0,83.0,79.0
51037,162.0,73.0,89.0,,,
51038,162.0,94.0,68.0,,,
51039,162.0,96.0,66.0,162.0,75.0,87.0
51040,162.0,72.0,90.0,,,
51041,162.0,96.0,66.0,93.0,40.0,53.0
51042,162.0,88.0,74.0,,,
51043,162.0,76.0,86.0,162.0,66.0,96.0
51044,162.0,84.0,78.0,162.0,85.0,77.0
51045,163.0,90.0,73.0,162.0,90.0,72.0
51046,162.0,71.0,91.0,162.0,78.0,84.0
51047,31.0,15.0,16.0,162.0,71.0,91.0
51048,162.0,94.0,68.0,162.0,89.0,73.0
51049,,,,,,
51050,163.0,89.0,74.0,162.0,83.0,79.0
51051,162.0,73.0,89.0,,,
51052,162.0,96.0,66.0,162.0,75.0,87.0
51053,162.0,72.0,90.0,,,
51054,162.0,96.0,66.0,93.0,40.0,53.0
51055,162.0,88.0,74.0,,,
51056,162.0,76.0,86.0,162.0,66.0,96.0
51057,162.0,84.0,78.0,162.0,71.0,91.0
51058,,,,162.0,78.0,84.0
51059,162.0,71.0,91.0,162.0,85.0,77.0
51060,31.0,15.0,16.0,162.0,90.0,72.0
51061,162.0,94.0,68.0,162.0,83.0,79.0
51062,,,,,,
51063,163.0,89.0,74.0,162.0,89.0,73.0
51064,162.0,73.0,89.0,163.0,90.0,73.0
51065,162.0,96.0,66.0,162.0,94.0,68.0
51066,162.0,88.0,74.0,93.0,40.0,53.0
51067,162.0,79.0,83.0,,,
51068,,,,,,
51069,162.0,76.0,86.0,162.0,72.0,90.0
51070,162.0,75.0,87.0,162.0,66.0,96.0
51071,162.0,84.0,78.0,162.0,71.0,91.0
51072,,,,162.0,78.0,84.0
51073,162.0,71.0,91.0,162.0,85.0,77.0
51074,31.0,15.0,16.0,162.0,90.0,72.0
51075,162.0,94.0,68.0,162.0,83.0,79.0
51076,,,,,,
51077,163.0,89.0,74.0,162.0,89.0,73.0
51078,162.0,73.0,89.0,163.0,90.0,73.0
51079,162.0,96.0,66.0,,,
51080,162.0,96.0,66.0,162.0,94.0,68.0
51081,162.0,88.0,74.0,93.0,40.0,53.0
51082,162.0,79.0,83.0,,,
51083,,,,,,
51084,162.0,76.0,86.0,162.0,72.0,90.0
51085,162.0,75.0,87.0,162.0,66.0,96.0
51086,162.0,84.0,78.0,162.0,71.0,91.0
51087,,,,162.0,78.0,84.0
51088,162.0,71.0,91.0,162.0,85.0,77.0
51089,31.0,15.0,16.0,162.0,90.0,72.0
51090,162.0,94.0,68.0,162.0,83.0,79.0
51091,163.0,89.0,74.0,162.0,89.0,73.0
51092,162.0,73.0,89.0,163.0,90.0,73.0
51093,162.0,96.0,66.0,,,
51094,162.0,96.0,66.0,162.0,94.0,68.0
51095,162.0,88.0,74.0,93.0,40.0,53.0
51096,162.0,79.0,83.0,,,
51097,,,,,,
51098,162.0,76.0,86.0,162.0,72.0,90.0
51099,162.0,75.0,87.0,162.0,66.0,96.0
51100,162.0,84.0,78.0,162.0,71.0,91.0
51101,162.0,83.0,79.0,31.0,15.0,16.0
51102,,,,,,
51103,93.0,40.0,53.0,162.0,96.0,66.0
51104,162.0,72.0,90.0,,,
51105,162.0,79.0,83.0,162.0,76.0,86.0
51106,162.0,66.0,96.0,162.0,94.0,68.0
51107,162.0,75.0,87.0,162.0,88.0,74.0
51108,162.0,90.0,72.0,163.0,89.0,74.0
51109,162.0,85.0,77.0,,,
51110,162.0,94.0,68.0,163.0,90.0,73.0
51111,162.0,83.0,79.0,31.0,15.0,16.0
51112,,,,162.0,84.0,78.0
51113,162.0,89.0,73.0,162.0,73.0,89.0
51114,162.0,71.0,91.0,162.0,71.0,91.0
51115,162.0,78.0,84.0,,,
51116,93.0,40.0,53.0,162.0,96.0,66.0
51117,162.0,72.0,90.0,,,
51118,162.0,96.0,66.0,,,
51119,162.0,79.0,83.0,162.0,76.0,86.0
51120,162.0,66.0,96.0,162.0,94.0,68.0
51121,162.0,75.0,87.0,162.0,88.0,74.0
51122,,,,,,
51123,162.0,90.0,72.0,163.0,89.0,74.0
51124,162.0,85.0,77.0,,,
51125,162.0,94.0,68.0,163.0,90.0,73.0
51126,162.0,83.0,79.0,31.0,15.0,16.0
51127,,,,162.0,84.0,78.0
51128,162.0,89.0,73.0,162.0,73.0,89.0
51129,162.0,71.0,91.0,162.0,71.0,91.0
51130,162.0,78.0,84.0,,,
51131,93.0,40.0,53.0,162.0,96.0,66.0
51132,162.0,72.0,90.0,,,
51133,162.0,96.0,66.0,,,
51134,162.0,79.0,83.0,162.0,76.0,86.0
51135,162.0,66.0,96.0,162.0,94.0,68.0
51136,162.0,75.0,87.0,162.0,88.0,74.0
51137,,,,,,
51138,162.0,90.0,72.0,163.0,89.0,74.0
51139,162.0,85.0,77.0,,,
51140,162.0,94.0,68.0,163.0,90.0,73.0
51141,,,,162.0,84.0,78.0
51142,162.0,89.0,73.0,162.0,73.0,89.0
51143,162.0,71.0,91.0,162.0,71.0,91.0
51144,162.0,94.0,68.0,162.0,79.0,83.0
51145,162.0,96.0,66.0,,,
51146,,,,162.0,76.0,86.0
51147,,,,,,
51148,162.0,90.0,72.0,162.0,71.0,91.0
51149,162.0,85.0,77.0,162.0,73.0,89.0
51150,163.0,90.0,73.0,,,
51151,162.0,83.0,79.0,,,
51152,,,,31.0,15.0,16.0
51153,162.0,89.0,73.0,162.0,94.0,68.0
51154,162.0,71.0,91.0,163.0,89.0,74.0
51155,162.0,78.0,84.0,162.0,84.0,78.0
51156,162.0,94.0,68.0,162.0,79.0,83.0
51157,93.0,40.0,53.0,,,
51158,162.0,72.0,90.0,162.0,66.0,96.0
51159,,,,162.0,88.0,74.0
51160,,,,162.0,76.0,86.0
51161,162.0,75.0,87.0,162.0,96.0,66.0
51162,,,,162.0,96.0,66.0
51163,162.0,90.0,72.0,162.0,71.0,91.0
51164,162.0,85.0,77.0,162.0,73.0,89.0
51165,163.0,90.0,73.0,,,
51166,162.0,83.0,79.0,,,
51167,,,,31.0,15.0,16.0
51168,162.0,89.0,73.0,162.0,94.0,68.0
51169,162.0,71.0,91.0,163.0,89.0,74.0
51170,162.0,78.0,84.0,162.0,84.0,78.0
51171,162.0,94.0,68.0,162.0,79.0,83.0
51172,93.0,40.0,53.0,,,
51173,162.0,72.0,90.0,162.0,66.0,96.0
51174,,,,162.0,88.0,74.0
51175,,,,162.0,76.0,86.0
51176,162.0,75.0,87.0,162.0,96.0,66.0
51177,,,,162.0,96.0,66.0
51178,162.0,90.0,72.0,162.0,71.0,91.0
51179,162.0,85.0,77.0,162.0,73.0,89.0
51180,163.0,90.0,73.0,,,
51181,162.0,83.0,79.0,,,
51182,,,,31.0,15.0,16.0
51183,162.0,89.0,73.0,162.0,94.0,68.0
51184,162.0,71.0,91.0,163.0,89.0,74.0
51185,162.0,78.0,84.0,162.0,84.0,78.0
51186,162.0,94.0,68.0,162.0,79.0,83.0
51187,93.0,40.0,53.0,,,
51188,162.0,72.0,90.0,162.0,66.0,96.0
51189,,,,162.0,88.0,74.0
51190,,,,162.0,76.0,86.0
51191,162.0,75.0,87.0,162.0,96.0,66.0
51192,,,,162.0,96.0,66.0
51193,,,,31.0,15.0,16.0
51194,162.0,89.0,73.0,162.0,94.0,68.0
51195,,,,162.0,85.0,77.0
51196,163.0,89.0,74.0,162.0,90.0,72.0
51197,162.0,71.0,91.0,163.0,90.0,73.0
51198,162.0,94.0,68.0,162.0,76.0,86.0
51199,93.0,40.0,53.0,162.0,72.0,90.0
51200,162.0,88.0,74.0,162.0,96.0,66.0
51201,,,,162.0,75.0,87.0
51202,,,,162.0,79.0,83.0
51203,162.0,84.0,78.0,162.0,71.0,91.0
51204,31.0,15.0,16.0,,,
51205,162.0,89.0,73.0,,,
51206,,,,162.0,85.0,77.0
51207,163.0,89.0,74.0,162.0,90.0,72.0
51208,162.0,71.0,91.0,163.0,90.0,73.0
51209,162.0,78.0,84.0,162.0,83.0,79.0
51210,162.0,73.0,89.0,162.0,94.0,68.0
51211,162.0,94.0,68.0,162.0,76.0,86.0
51212,93.0,40.0,53.0,162.0,72.0,90.0
51213,162.0,88.0,74.0,162.0,96.0,66.0
51214,,,,162.0,75.0,87.0
51215,,,,162.0,96.0,66.0
51216,,,,162.0,79.0,83.0
51217,162.0,66.0,96.0,,,
51218,162.0,84.0,78.0,162.0,71.0,91.0
51219,31.0,15.0,16.0,,,
51220,162.0,89.0,73.0,,,
51221,,,,162.0,85.0,77.0
51222,163.0,89.0,74.0,162.0,90.0,72.0
51223,162.0,71.0,91.0,163.0,90.0,73.0
51224,162.0,78.0,84.0,162.0,83.0,79.0
51225,162.0,73.0,89.0,162.0,94.0,68.0
51226,162.0,94.0,68.0,162.0,76.0,86.0
51227,93.0,40.0,53.0,162.0,72.0,90.0
51228,162.0,88.0,74.0,162.0,96.0,66.0
51229,,,,162.0,75.0,87.0
51230,,,,162.0,96.0,66.0
51231,,,,162.0,79.0,83.0
51232,162.0,66.0,96.0,,,
51233,162.0,84.0,78.0,162.0,71.0,91.0
51234,162.0,85.0,77.0,162.0,89.0,73.0
51235,31.0,15.0,16.0,,,
51236,162.0,73.0,89.0,162.0,94.0,68.0
51237,162.0,94.0,68.0,162.0,75.0,87.0
51238,,,,162.0,96.0,66.0
51239,162.0,76.0,86.0,162.0,79.0,83.0
51240,162.0,66.0,96.0,,,
51241,162.0,90.0,72.0,162.0,94.0,68.0
51242,162.0,85.0,77.0,162.0,89.0,73.0
51243,,,,162.0,71.0,91.0
51244,162.0,71.0,91.0,,,
51245,31.0,15.0,16.0,162.0,78.0,84.0
51246,,,,162.0,83.0,79.0
51247,163.0,89.0,74.0,163.0,90.0,73.0
51248,162.0,73.0,89.0,162.0,84.0,78.0
51249,162.0,94.0,68.0,162.0,75.0,87.0
51250,162.0,96.0,66.0,162.0,72.0,90.0
51251,162.0,96.0,66.0,,,
51252,162.0,88.0,74.0,,,
51253,,,,,,
51254,162.0,76.0,86.0,162.0,79.0,83.0
51255,162.0,66.0,96.0,93.0,40.0,53.0
51256,162.0,90.0,72.0,162.0,94.0,68.0
51257,162.0,85.0,77.0,162.0,89.0,73.0
51258,,,,162.0,71.0,91.0
51259,162.0,71.0,91.0,,,
51260,31.0,15.0,16.0,162.0,78.0,84.0
51261,,,,162.0,83.0,79.0
51262,163.0,89.0,74.0,163.0,90.0,73.0
51263,162.0,73.0,89.0,162.0,84.0,78.0
51264,162.0,94.0,68.0,162.0,75.0,87.0
51265,162.0,96.0,66.0,162.0,72.0,90.0
51266,162.0,96.0,66.0,,,
51267,162.0,88.0,74.0,,,
51268,,,,,,
51269,162.0,76.0,86.0,162.0,79.0,83.0
51270,162.0,66.0,96.0,93.0,40.0,53.0
51271,162.0,90.0,72.0,162.0,94.0,68.0
51272,162.0,85.0,77.0,162.0,89.0,73.0
51273,,,,162.0,71.0,91.0
51274,162.0,71.0,91.0,,,
51275,31.0,15.0,16.0,162.0,78.0,84.0
51276,163.0,89.0,74.0,163.0,90.0,73.0
51277,162.0,73.0,89.0,162.0,84.0,78.0
51278,162.0,94.0,68.0,162.0,75.0,87.0
51279,162.0,96.0,66.0,162.0,72.0,90.0
51280,162.0,96.0,66.0,,,
51281,162.0,88.0,74.0,,,
51282,,,,,,
51283,162.0,76.0,86.0,162.0,79.0,83.0
51284,162.0,66.0,96.0,93.0,40.0,53.0
51285,162.0,90.0,72.0,162.0,78.0,84.0
51286,162.0,85.0,77.0,31.0,15.0,16.0
51287,163.0,90.0,73.0,162.0,71.0,91.0
51288,162.0,71.0,91.0,162.0,84.0,78.0
51289,162.0,94.0,68.0,163.0,89.0,74.0
51290,162.0,83.0,79.0,,,
51291,162.0,73.0,89.0,162.0,89.0,73.0
51292,162.0,96.0,66.0,93.0,40.0,53.0
51293,162.0,96.0,66.0,162.0,72.0,90.0
51294,162.0,88.0,74.0,,,
51295,162.0,75.0,87.0,,,
51296,162.0,90.0,72.0,162.0,78.0,84.0
51297,162.0,85.0,77.0,31.0,15.0,16.0
51298,,,,,,
51299,163.0,90.0,73.0,162.0,71.0,91.0
51300,162.0,71.0,91.0,162.0,84.0,78.0
51301,162.0,94.0,68.0,163.0,89.0,74.0
51302,162.0,83.0,79.0,,,
51303,162.0,73.0,89.0,162.0,89.0,73.0
51304,162.0,96.0,66.0,93.0,40.0,53.0
51305,162.0,96.0,66.0,162.0,72.0,90.0
51306,162.0,88.0,74.0,162.0,94.0,68.0
51307,,,,162.0,76.0,86.0
51308,162.0,66.0,96.0,,,
51309,162.0,75.0,87.0,,,
51310,,,,162.0,79.0,83.0
51311,162.0,90.0,72.0,162.0,78.0,84.0
51312,162.0,85.0,77.0,31.0,15.0,16.0
51313,,,,,,
51314,163.0,90.0,73.0,162.0,71.0,91.0
51315,162.0,71.0,91.0,162.0,84.0,78.0
51316,162.0,94.0,68.0,163.0,89.0,74.0
51317,162.0,83.0,79.0,,,
51318,162.0,73.0,89.0,162.0,89.0,73.0
51319,162.0,96.0,66.0,93.0,40.0,53.0
51320,162.0,96.0,66.0,162.0,72.0,90.0
51321,162.0,88.0,74.0,162.0,94.0,68.0
51322,162.0,66.0,96.0,,,
51323,162.0,75.0,87.0,,,
51324,,,,162.0,79.0,83.0
51325,162.0,84.0,78.0,162.0,73.0,89.0
51326,,,,,,
51327,162.0,83.0,79.0,163.0,89.0,74.0
51328,162.0,88.0,74.0,162.0,94.0,68.0
51329,,,,162.0,76.0,86.0
51330,,,,162.0,76.0,86.0
51331,162.0,66.0,96.0,,,
51332,,,,162.0,79.0,83.0
51333,162.0,84.0,78.0,162.0,73.0,89.0
51334,,,,162.0,85.0,77.0
51335,163.0,90.0,73.0,31.0,15.0,16.0
51336,162.0,94.0,68.0,162.0,90.0,72.0
51337,162.0,83.0,79.0,163.0,89.0,74.0
51338,,,,162.0,89.0,73.0
51339,162.0,71.0,91.0,,,
51340,162.0,78.0,84.0,162.0,71.0,91.0
51341,93.0,40.0,53.0,162.0,76.0,86.0
51342,162.0,72.0,90.0,162.0,94.0,68.0
51343,,,,162.0,96.0,66.0
51344,162.0,79.0,83.0,162.0,88.0,74.0
51345,,,,,,
51346,162.0,75.0,87.0,162.0,96.0,66.0
51347,,,,162.0,66.0,96.0
51348,162.0,84.0,78.0,162.0,73.0,89.0
51349,,,,162.0,85.0,77.0
51350,163.0,90.0,73.0,31.0,15.0,16.0
51351,162.0,94.0,68.0,162.0,90.0,72.0
51352,162.0,83.0,79.0,163.0,89.0,74.0
51353,162.0,71.0,91.0,,,
51354,162.0,78.0,84.0,162.0,71.0,91.0
51355,93.0,40.0,53.0,162.0,76.0,86.0
51356,162.0,72.0,90.0,162.0,94.0,68.0
51357,,,,162.0,96.0,66.0
51358,162.0,79.0,83.0,162.0,88.0,74.0
51359,,,,,,
51360,162.0,75.0,87.0,162.0,96.0,66.0
51361,,,,162.0,66.0,96.0
51362,162.0,84.0,78.0,162.0,73.0,89.0
51363,,,,162.0,85.0,77.0
51364,163.0,90.0,73.0,31.0,15.0,16.0
51365,162.0,94.0,68.0,162.0,90.0,72.0
51366,162.0,83.0,79.0,163.0,89.0,74.0
51367,,,,162.0,89.0,73.0
51368,,,,162.0,89.0,73.0
51369,162.0,71.0,91.0,,,
51370,162.0,78.0,84.0,162.0,71.0,91.0
51371,162.0,72.0,90.0,162.0,94.0,68.0
51372,,,,162.0,96.0,66.0
51373,162.0,79.0,83.0,162.0,88.0,74.0
51374,,,,,,
51375,162.0,75.0,87.0,162.0,96.0,66.0
51376,,,,162.0,66.0,96.0
51377,31.0,15.0,16.0,,,
51378,162.0,83.0,79.0,,,
51379,162.0,89.0,73.0,162.0,71.0,91.0
51380,163.0,89.0,74.0,162.0,94.0,68.0
51381,162.0,71.0,91.0,162.0,90.0,72.0
51382,162.0,94.0,68.0,,,
51383,93.0,40.0,53.0,162.0,96.0,66.0
51384,162.0,96.0,66.0,162.0,66.0,96.0
51385,162.0,88.0,74.0,162.0,76.0,86.0
51386,162.0,84.0,78.0,163.0,90.0,73.0
51387,31.0,15.0,16.0,,,
51388,162.0,83.0,79.0,,,
51389,,,,162.0,73.0,89.0
51390,162.0,89.0,73.0,162.0,71.0,91.0
51391,163.0,89.0,74.0,162.0,94.0,68.0
51392,162.0,71.0,91.0,162.0,90.0,72.0
51393,162.0,78.0,84.0,162.0,85.0,77.0
51394,162.0,94.0,68.0,,,
51395,93.0,40.0,53.0,162.0,96.0,66.0
51396,162.0,96.0,66.0,162.0,66.0,96.0
51397,162.0,72.0,90.0,,,
51398,162.0,72.0,90.0,,,
51399,162.0,88.0,74.0,162.0,76.0,86.0
51400,162.0,79.0,83.0,,,
51401,,,,162.0,75.0,87.0
51402,162.0,84.0,78.0,163.0,90.0,73.0
51403,31.0,15.0,16.0,,,
51404,162.0,83.0,79.0,,,
51405,,,,162.0,73.0,89.0
51406,162.0,89.0,73.0,162.0,71.0,91.0
51407,163.0,89.0,74.0,162.0,94.0,68.0
51408,162.0,71.0,91.0,162.0,90.0,72.0
51409,162.0,78.0,84.0,162.0,85.0,77.0
51410,162.0,94.0,68.0,,,
51411,93.0,40.0,53.0,162.0,96.0,66.0
51412,162.0,96.0,66.0,162.0,66.0,96.0
51413,162.0,72.0,90.0,,,
51414,162.0,88.0,74.0,162.0,76.0,86.0
51415,162.0,79.0,83.0,,,
51416,,,,162.0,75.0,87.0
51417,162.0,84.0,78.0,163.0,90.0,73.0
51418,31.0,15.0,16.0,,,
51419,162.0,89.0,73.0,162.0,83.0,79.0
51420,163.0,89.0,74.0,162.0,71.0,91.0
51421,162.0,78.0,84.0,162.0,85.0,77.0
51422,162.0,94.0,68.0,,,
51423,93.0,40.0,53.0,162.0,96.0,66.0
51424,162.0,72.0,90.0,,,
51425,162.0,79.0,83.0,,,
51426,162.0,76.0,86.0,162.0,75.0,87.0
51427,162.0,90.0,72.0,,,
51428,163.0,90.0,73.0,162.0,94.0,68.0
51429,162.0,71.0,91.0,162.0,73.0,89.0
51430,,,,162.0,78.0,84.0
51431,163.0,89.0,74.0,162.0,71.0,91.0
51432,162.0,94.0,68.0,,,
51433,162.0,96.0,66.0,,,
51434,162.0,96.0,66.0,,,
51435,162.0,76.0,86.0,162.0,75.0,87.0
51436,162.0,90.0,72.0,,,
51437,163.0,90.0,73.0,162.0,94.0,68.0
51438,162.0,71.0,91.0,162.0,73.0,89.0
51439,,,,162.0,84.0,78.0
51440,,,,162.0,84.0,78.0
51441,162.0,89.0,73.0,162.0,83.0,79.0
51442,,,,162.0,78.0,84.0
51443,163.0,89.0,74.0,162.0,71.0,91.0
51444,162.0,94.0,68.0,,,
51445,93.0,40.0,53.0,162.0,79.0,83.0
51446,93.0,40.0,53.0,162.0,79.0,83.0
51447,162.0,96.0,66.0,,,
51448,162.0,96.0,66.0,,,
51449,162.0,96.0,66.0,,,
51450,162.0,96.0,66.0,,,
51451,,,,162.0,66.0,96.0
51452,,,,162.0,66.0,96.0
51453,162.0,76.0,86.0,162.0,75.0,87.0
51454,162.0,90.0,72.0,,,
51455,163.0,90.0,73.0,162.0,94.0,68.0
51456,162.0,71.0,91.0,162.0,73.0,89.0
51457,31.0,15.0,16.0,162.0,85.0,77.0
51458,,,,162.0,84.0,78.0
51459,162.0,89.0,73.0,162.0,83.0,79.0
51460,162.0,89.0,73.0,162.0,83.0,79.0
51461,,,,162.0,78.0,84.0
51462,163.0,89.0,74.0,162.0,71.0,91.0
51463,162.0,94.0,68.0,,,
51464,93.0,40.0,53.0,162.0,79.0,83.0
51465,162.0,96.0,66.0,,,
51466,162.0,72.0,90.0,162.0,88.0,74.0
51467,162.0,72.0,90.0,162.0,88.0,74.0
51468,162.0,96.0,66.0,,,
51469,,,,162.0,66.0,96.0
51470,162.0,76.0,86.0,162.0,75.0,87.0
51471,162.0,90.0,72.0,162.0,71.0,91.0
51472,163.0,90.0,73.0,163.0,89.0,74.0
51473,31.0,15.0,16.0,162.0,85.0,77.0
51474,,,,162.0,94.0,68.0
51475,162.0,73.0,89.0,,,
51476,162.0,96.0,66.0,162.0,79.0,83.0
51477,,,,,,
51478,,,,162.0,72.0,90.0
51479,162.0,66.0,96.0,162.0,96.0,66.0
51480,162.0,75.0,87.0,162.0,88.0,74.0
51481,162.0,90.0,72.0,162.0,71.0,91.0
51482,162.0,84.0,78.0,162.0,89.0,73.0
51483,162.0,85.0,77.0,,,
51484,,,,162.0,78.0,84.0
51485,163.0,90.0,73.0,163.0,89.0,74.0
51486,162.0,71.0,91.0,31.0,15.0,16.0
51487,,,,162.0,94.0,68.0
51488,162.0,73.0,89.0,,,
51489,162.0,96.0,66.0,162.0,79.0,83.0
51490,,,,,,
51491,,,,162.0,72.0,90.0
51492,162.0,76.0,86.0,162.0,94.0,68.0
51493,162.0,66.0,96.0,162.0,96.0,66.0
51494,162.0,75.0,87.0,162.0,88.0,74.0
51495,,,,93.0,40.0,53.0
51496,162.0,90.0,72.0,162.0,71.0,91.0
51497,162.0,84.0,78.0,162.0,89.0,73.0
51498,162.0,85.0,77.0,,,
51499,,,,162.0,78.0,84.0
51500,163.0,90.0,73.0,163.0,89.0,74.0
51501,162.0,71.0,91.0,31.0,15.0,16.0
51502,,,,162.0,94.0,68.0
51503,162.0,73.0,89.0,,,
51504,162.0,96.0,66.0,162.0,79.0,83.0
51505,,,,,,
51506,,,,162.0,72.0,90.0
51507,162.0,76.0,86.0,162.0,94.0,68.0
51508,162.0,66.0,96.0,162.0,96.0,66.0
51509,162.0,75.0,87.0,162.0,88.0,74.0
51510,,,,93.0,40.0,53.0
51511,162.0,90.0,72.0,162.0,71.0,91.0
51512,162.0,84.0,78.0,162.0,89.0,73.0
51513,162.0,85.0,77.0,,,
